locus_tag,mutation_density,mutation_count,start,middle,end,avg_length,strand,type,gc_content,cpg_excess,asymmetry,binary_asymmetry,distance_from_oric,relative_distance_from_oric,relative_distance_oscillating_triangle,relative_distance_oscillating_cosine,essentiality_pec,binary_pec,essentiality_gerdes,binary_gerdes,transcript,protein_abundance_pax,protein_abundance_lb,gene_names
b4191,0,0,4417698,4418076,4418453,756,-,CDS,0.506613757,1.098054261,lagging,0,492216,0.212086559,0.424173118,0.618073408,NE,0,NE,0,15.390479,10.2,51,ulaR;ECK4187;yjfQ;NP_418612.1
b4192,0,0,4418561,4419093.5,4419625,1065,-,CDS,0.522065728,1.202874279,lagging,0,493233.5,0.21252498,0.425049961,0.619155578,NE,0,NE,0,3.773431,31.5,0,ulaG;ECK4188;yjfR;NP_418613.2
b4193,0,0,4419980,4420679,4421377,1398,+,CDS,0.530758226,0.995552843,leading,1,494819,0.213208142,0.426416285,0.620839506,NE,0,NE,0,1.3020995,1.00E-07,0,ulaA;ECK4189;sgaT;yjfS;NP_418614.4
b4194,0,0,4421393,4421546,4421698,306,+,CDS,0.506535948,1.126506024,leading,1,495686,0.213581716,0.427163432,0.621759121,NE,0,NE,0,2.7473165,27.6,0,ulaB;ECK4190;sgaB;yjfT;NP_418615.1
b4195,0.002150538,1,4421708,4421940.5,4422172,465,+,CDS,0.539784946,1.159526854,leading,1,496080.5,0.213751699,0.427503397,0.622177278,NE,0,NE,0,3.525535,9.16,0,ulaC;ECK4191;ptxA;sgaA;yjfU;NP_418616.1
b4196,0,0,4422186,4422511.5,4422836,651,+,CDS,0.571428571,1.266022292,leading,1,496651.5,0.213997732,0.427995464,0.622782205,NE,0,NE,0,4.9575905,11.2,0,ulaD;ECK4192;sgaH;yjfV;NP_418617.1
b4197,0,0,4422846,4423273.5,4423700,855,+,CDS,0.567251462,1.307475759,leading,1,497413.5,0.214326063,0.428652126,0.623588902,NE,0,NE,0,3.4768665,1.87,0,ulaE;ECK4193;sgaU;yjfW;NP_418618.1
b4198,0,0,4423700,4424043.5,4424386,687,+,CDS,0.572052402,1.162830061,leading,1,498183.5,0.214657842,0.429315683,0.624403393,NE,0,NE,0,3.9581765,4.81,0,ulaF;ECK4194;sgaE;yjfX;NP_418619.1
b4199,0,0,4424516,4424654,4424791,276,-,CDS,0.460144928,1.169491525,lagging,0,498794,0.214920895,0.429841789,0.625048687,NE,0,NE,0,7.714687,1.00E-07,0,yjfY;ECK4195;NP_418620.1
b4200,0,0,4425118,4425316,4425513,396,+,CDS,0.525252525,1.172031077,leading,1,499456,0.215206138,0.430412276,0.625747933,NE,0,E,1,1155.924744,3532,34794,rpsF;ECK4196;sdgH;NP_418621.5
b4201,0,0,4425520,4425677.5,4425834,315,+,CDS,0.523809524,0.835543767,leading,1,499817.5,0.215361901,0.430723803,0.62612956,NE,0,E,1,1035.354493,0.949,0,priB;ECK4197;NP_418622.1
b4202,0,0,4425839,4425953,4426066,228,+,CDS,0.526315789,1.554987212,leading,1,500093,0.215480609,0.430961218,0.626420298,E,1,NE,0,1077.445679,3807,54794,rpsR;ECK4198;NP_418623.1
b4203,0,0,4426108,4426333,4426557,450,+,CDS,0.497777778,1.229508197,leading,1,500473,0.215644344,0.431288688,0.626821173,NE,0,NE,0,737.8412475,4599,79941,rplI;ECK4199;NP_418624.1
b4204,0,0,4426628,4427025.5,4427422,795,-,CDS,0.423899371,1.181528662,lagging,0,501165.5,0.215942729,0.431885458,0.627551289,NE,0,NE,0,1.834307,0.362,0,yjfZ;ECK4200;NP_418625.1
b4206,0,0,4428079,4428398.5,4428717,639,-,CDS,0.557120501,1.149570761,lagging,0,502538.5,0.216534329,0.433068657,0.628997237,NE,0,NE,0,78.099106,73.3,200,ytfB;ECK4202;NP_418627.4
b4207,0,0,4428935,4429245.5,4429555,621,+,CDS,0.557165862,1.019465291,leading,1,503385.5,0.216899285,0.43379857,0.629888155,NE,0,NE,0,100.966263,819,7089,fklB;ECK4203;ytfC;NP_418628.4
b4208,0.000707714,1,4429864,4430570.5,4431276,1413,+,CDS,0.525831564,1.184147848,leading,1,504710.5,0.217470202,0.434940405,0.631280197,NE,0,NE,0,61.1777995,105,48,cycA;dagA;ECK4204;ytfD;NP_418629.1
b4209,0.001508296,1,4431321,4431652.5,4431983,663,-,CDS,0.53092006,1.070494397,lagging,0,505792.5,0.217936416,0.435872831,0.632415438,NE,0,NE,0,11.3726585,14.5,30,ytfE;dnrN;ECK4205;NP_418630.1
b4210,0,0,4432091,4432574,4433056,966,-,CDS,0.555900621,1.07258848,lagging,0,506714,0.218333473,0.436666945,0.633381211,NE,0,NE,0,7.0988325,0.698,0,ytfF;ECK4206;NP_418631.2
b4211,0.00232288,2,4433164,4433594.5,4434024,861,-,CDS,0.542392567,1.137259218,lagging,0,507734.5,0.218773187,0.437546374,0.634449591,NE,0,NE,0,9.5093455,34.4,80,qorB;ECK4207;ytfG;NP_418632.1
b4212,0,0,4434113,4434303.5,4434493,381,+,CDS,0.56167979,1.231984479,leading,1,508443.5,0.219078681,0.438157363,0.635191143,NE,0,NE,0,11.156921,1.08,0,ytfH;ECK4208;NP_418633.4
b4213,0.001028807,2,4434622,4435594,4436565,1944,-,CDS,0.494855967,1.251373322,lagging,0,509734,0.219634733,0.439269467,0.636539392,NE,0,NE,0,15.099289,102,0,cpdB;ECK4209;NP_418634.1
b4214,0,0,4436755,4437125.5,4437495,741,+,CDS,0.551956815,1.194931164,leading,1,511265.5,0.220294628,0.440589256,0.638136904,NE,0,NE,0,63.3137265,335,0,cysQ;amt;amtA;ECK4210;NP_418635.1
b4215,0,0,4437707,4438176.5,4438645,939,+,CDS,0.361022364,1.143563292,leading,1,512316.5,0.220747484,0.441494968,0.639231619,NE,0,E,1,0.6146335,5.83,0,ytfI;ECK4211;YP_026285.1
b4216,0.001801802,1,4438708,4438985.5,4439262,555,-,CDS,0.524324324,1.085639313,lagging,0,513125.5,0.221096067,0.442192133,0.640073387,NE,0,NE,0,11.079645,275,169,ytfJ;ecfJ;ECK4212;NP_418637.1
b4217,0,0,4439587,4439690.5,4439793,207,+,CDS,0.434782609,1.14479638,leading,1,513830.5,0.221399838,0.442799676,0.640806317,NE,0,NE,0,220.5576175,2.86,0,ytfK;ECK4213;NP_418638.2
b4218,0.000744048,1,4439872,4440544,4441215,1344,-,CDS,0.507440476,1.248554913,lagging,0,514684,0.221767595,0.44353519,0.641692848,NE,0,NE,0,18.5036815,14,11,paeA;ECK4214;ytfL;NP_418639.1
b4219,0.006259781,4,4441538,4441857.5,4442176,639,-,CDS,0.544600939,1.160858794,lagging,0,515997.5,0.222333557,0.444667114,0.643055509,NE,0,NE,0,67.55122,384,290,msrA;ECK4215;pms;pmsR;NP_418640.1
b4220,0.001730104,3,4442382,4443249,4444115,1734,+,CDS,0.533448674,1.36569998,leading,1,517389,0.222933128,0.445866256,0.644496871,NE,0,NE,0,26.9603645,14,30,tamA;ECK4216;ytfM;NP_418641.1
b4221,0.000793651,3,4444112,4446002,4447891,3780,+,CDS,0.55,1.099956351,leading,1,520142,0.224119344,0.448238687,0.647341778,NE,0,NE,0,28.331851,5.5,15,tamB;ECK4217;ytfN;ytfO;NP_418642.1
b4222,0,0,4447894,4448065,4448235,342,+,CDS,0.514619883,1.246875,leading,1,522205,0.225008251,0.450016503,0.64946776,NE,0,NE,0,126.790512,76.6,1736,ytfP;ECK4218;NP_418643.1
b4224,0.003968254,1,4448447,4448573,4448698,252,+,CDS,0.503968254,0.821052632,leading,1,522713,0.225227139,0.450454278,0.649990492,NE,0,E,1,22.732971,1.00E-07,0,chpS;chpBI;ECK4220;yjfB;NP_418645.2
b4225,0.005698006,2,4448692,4448867.5,4449042,351,+,CDS,0.538461538,0.96359513,leading,1,523007.5,0.225354033,0.450708067,0.650293392,NE,0,NE,0,20.819783,0.362,0,chpB;chpBK;ECK4221;yjfE;NP_418646.1
b4226,0,0,4449122,4449387.5,4449652,531,-,CDS,0.512241055,1.292529886,lagging,0,523527.5,0.225578092,0.451156183,0.650827971,E,1,E,1,604.534729,2710,13173,ppa;ECK4222;NP_418647.1
b4227,0.001044932,1,4449962,4450440.5,4450918,957,+,CDS,0.498432602,1.134809387,leading,1,524580.5,0.226031809,0.452063619,0.651909507,NE,0,NE,0,9.6360845,356,69,ytfQ;ECK4223;NP_418648.1
b4485,0.000665336,1,4451058,4451809.5,4452560,1503,+,CDS,0.555555556,1.287895518,leading,1,525949.5,0.226621686,0.453243371,0.653313625,NE,0,NE,0,4.8881845,2.5,0,ytfR;b4228;b4229;ECK4224;ytfS;YP_026286.1
b4230,0.000974659,1,4452571,4453084,4453596,1026,+,CDS,0.576023392,1.145462158,leading,1,527224,0.227170843,0.454341687,0.654618802,NE,0,NE,0,2.8614325,0.348,0,ytfT;ECK4225;NP_418651.3
b4231,0.003012048,3,4453583,4454081,4454578,996,+,CDS,0.518072289,1.177304965,leading,1,528221,0.227600432,0.455200864,0.655638442,NE,0,NE,0,6.0893775,1.00E-07,0,yjfF;ECK4226;NP_418652.2
b4232,0.001001001,1,4454611,4455110.5,4455609,999,-,CDS,0.514514515,1.16465298,lagging,0,529250.5,0.228044024,0.456088048,0.656690067,NE,0,NE,0,85.02565,367,0,fbp;ECK4227;fdp;NP_418653.1
b4233,0,0,4455785,4456472,4457158,1374,+,CDS,0.553129549,1.059352785,leading,1,530612,0.228630669,0.457261337,0.658078867,NE,0,NE,0,83.348881,122,515,mpl;ECK4228;tpl;yjfG;NP_418654.1
b4234,0,0,4457314,4457590,4457865,552,-,CDS,0.528985507,1.413304253,lagging,0,531730,0.229112394,0.458224787,0.659217614,NE,0,NE,0,114.572662,434,350,yjgA;ECK4229;NP_418655.1
b4235,0.000739098,1,4457959,4458635.5,4459311,1353,+,CDS,0.542498152,1.033497338,leading,1,532775.5,0.22956288,0.45912576,0.660281149,NE,0,NE,0,70.9846805,266,1343,tldE;ECK4230;mcb;pmbA;NP_418656.1
b4237,0,0,4459900,4460132.5,4460364,465,-,CDS,0.509677419,1.126068376,lagging,0,534272.5,0.230207909,0.460415817,0.66180167,NE,0,NE,0,8.555165,5.5,0,nrdG;ECK4232;yjgE;NP_418658.1
b4238,0,0,4460522,4461591.5,4462660,2139,-,CDS,0.535296868,1.221539166,lagging,0,535731.5,0.230836564,0.461673128,0.663280979,NE,0,NE,0,23.2938205,40.2,8,nrdD;ECK4233;NP_418659.1
b4239,0.000603865,1,4463054,4463882,4464709,1656,-,CDS,0.530797101,1.072261072,lagging,0,538022,0.231823497,0.463646995,0.665598141,NE,0,NE,0,3.6753915,38.1,543,treC;ECK4234;olgH;treE;NP_418660.1
b4240,0,0,4464759,4465470,4466180,1422,-,CDS,0.543600563,1.077186067,lagging,0,539610,0.232507736,0.465015473,0.667200871,NE,0,NE,0,5.630691,27.6,180,treB;ECK4235;NP_418661.1
b4241,0,0,4466299,4466773,4467246,948,-,CDS,0.537974684,1.224712016,lagging,0,540913,0.233069175,0.466138349,0.668513655,NE,0,NE,0,13.338996,5.21,8,treR;ECK4236;NP_418662.1
b4242,0.001483129,4,4467625,4468973.5,4470321,2697,+,CDS,0.524657026,1.219366871,leading,1,543113.5,0.234017328,0.468034657,0.670725955,NE,0,NE,0,12.3721695,16.7,0,mgtA;atmA;corB;ECK4237;mgt;mtg;NP_418663.1
b4243,0,0,4470527,4470720.5,4470913,387,-,CDS,0.529715762,1.585763293,lagging,0,544860.5,0.234770078,0.469540155,0.672478086,NE,0,E,1,268.7278595,4483,7621,ridA;ECK4238;yjgF;NP_418664.2
b4244,0,0,4470986,4471217,4471447,462,-,CDS,0.484848485,1.141832098,lagging,0,545357,0.23498401,0.46996802,0.672975358,NE,0,NE,0,22.5252235,1856,349,pyrI;ECK4239;NP_418665.1
b4245,0.001068376,1,4471460,4471928,4472395,936,-,CDS,0.537393162,1.155555556,lagging,0,546068,0.235290366,0.470580733,0.673686935,NE,0,NE,0,17.6504275,2589,410,pyrB;ECK4240;NP_418666.1
b4246,0,0,4472399,4472466.5,4472533,135,-,CDS,0.503703704,0.941586748,lagging,0,546606.5,0.235522396,0.471044792,0.674225456,NE,0,NE,0,13.17508,1.00E-07,0,pyrL;ECK4241;pyrE-;pyrE-LP;NP_418667.1
b4248,0.002525253,1,4472814,4473012,4473209,396,-,CDS,0.472222222,1,lagging,0,547152,0.235757442,0.471514883,0.674770612,NE,0,NE,0,9.333355,2.32,0,yjgH;ECK4242;NP_418669.1
b4249,0.00140056,1,4473340,4473697,4474053,714,-,CDS,0.543417367,1.126966292,lagging,0,547837,0.236052595,0.47210519,0.67545466,NE,0,NE,0,4.6874555,0.004,0,bdcA;ECK4243;yjgI;NP_418670.1
b4251,0,0,4474124,4474421,4474717,594,+,CDS,0.491582492,1.14790724,leading,1,548561,0.236364553,0.472729106,0.676177022,NE,0,E,1,14.2351445,3.46,136,bdcR;ECK4244;yjgJ;NP_418672.4
b4252,0,0,4474862,4475088.5,4475314,453,+,CDS,0.501103753,1.172470588,leading,1,549228.5,0.236652166,0.473304332,0.676842436,NE,0,NE,0,43.68688,335,751,tabA;ECK4245;yjgK;NP_418673.4
b4253,0.003305785,6,4475437,4476344.5,4477251,1815,+,CDS,0.321763085,0.79718661,leading,1,550484.5,0.237193353,0.474386705,0.678093013,NE,0,NE,0,1.536249,6.38,0,yjgL;ECK4246;NP_418674.2
b4254,0,0,4477307,4477809.5,4478311,1005,-,CDS,0.521393035,1.16560229,lagging,0,551949.5,0.237824593,0.475649187,0.679549211,NE,0,NE,0,4.231692,202,39,argI;ECK4247;NP_418675.1
b4255,0,0,4478473,4478681.5,4478889,417,+,CDS,0.489208633,1.356030745,leading,1,552821.5,0.238200322,0.476400644,0.680414703,NE,0,NE,0,345.877396,1150,1468,rraB;ECK4248;yjgD;NP_418676.1
b4256,0,0,4479034,4479286,4479537,504,-,CDS,0.51984127,1.309400094,lagging,0,553426,0.238460789,0.476921579,0.681014136,NE,0,NE,0,22.9887425,22,69,yjgM;ECK4249;YP_026287.1
b4257,0.002506266,3,4479730,4480328.5,4480926,1197,+,CDS,0.370927318,1.002449595,leading,1,554468.5,0.238909983,0.477819966,0.682046825,NE,0,NE,0,0,1.00E-07,0,yjgN;ECK4250;YP_026288.1
b4258,0.00070028,2,4480982,4482410,4483837,2856,-,CDS,0.545868347,1.24173913,lagging,0,556550,0.239806862,0.479613724,0.68410467,E,1,E,1,139.7862165,460,2381,valS;ECK4251;val-act;NP_418679.1
b4259,0.004504505,2,4483837,4484059,4484280,444,-,CDS,0.540540541,1.271317829,lagging,0,558199,0.240517385,0.48103477,0.685731076,NE,0,E,1,84.715294,21.1,73,holC;ECK4252;NP_418680.1
b4260,0,0,4484440,4485196,4485951,1512,-,CDS,0.552910053,1.282132041,lagging,0,559336,0.241007297,0.482014593,0.686850507,NE,0,NE,0,141.3411025,321,837,pepA;carP;ECK4253;xerB;NP_418681.1
b4261,0,0,4486218,4486768.5,4487318,1101,+,CDS,0.547683924,1.166674025,leading,1,560908.5,0.241684857,0.483369714,0.688396027,E,1,E,1,55.2851655,27.2,60,lptF;ECK4254;yjgP;NP_418682.1
b4262,0,0,4487318,4487859.5,4488400,1083,+,CDS,0.542936288,1.124610592,leading,1,561999.5,0.242154948,0.484309897,0.689466477,E,1,E,1,54.895153,22,89,lptG;ECK4255;yjgQ;NP_418683.4
b4263,0,0,4488561,4489312.5,4490063,1503,-,CDS,0.537591484,1.142929864,lagging,0,563452.5,0.242781018,0.485562037,0.690889772,NE,0,NE,0,16.6364825,67.1,17,yjgR;ECK4256;NP_418684.1
b4264,0,0,4490141,4490640.5,4491139,999,-,CDS,0.47047047,1.23011734,lagging,0,564780.5,0.243353229,0.486706457,0.692188284,NE,0,NE,0,9.543891,4.06,0,idnR;ECK4257;gntH;gntS?;yjgS;NP_418685.1
b4265,0.001515152,2,4491206,4491866,4492525,1320,-,CDS,0.506060606,1.19596322,lagging,0,566006,0.243881273,0.487762547,0.693384589,NE,0,NE,0,5.882916,20.5,0,idnT;ECK4258;gntW;yjgT;NP_418686.1
b4266,0.003921569,3,4492587,4492969.5,4493351,765,-,CDS,0.494117647,1.071878941,lagging,0,567109.5,0.244356751,0.488713501,0.694460167,NE,0,NE,0,2.7085215,2.81,0,idnO;ECK4259;yjgU;NP_418687.1
b4267,0.001937984,2,4493375,4493891,4494406,1032,-,CDS,0.473837209,1.031580374,lagging,0,568031,0.244753807,0.489507615,0.695357163,NE,0,NE,0,1.2941,0.277,0,idnD;ECK4260;yjgV;NP_418688.1
b4268,0.00177305,1,4494623,4494905,4495186,564,+,CDS,0.434397163,1.071806706,leading,1,569045,0.245190721,0.490381442,0.696342949,NE,0,NE,0,2.546173,0.088,0,idnK;ECK4261;gntV;NP_418689.1
b4269,0.002941176,3,4495190,4495700,4496209,1020,-,CDS,0.555882353,1.243712849,lagging,0,569840,0.245533271,0.491066543,0.697114912,NE,0,NE,0,24.124627,64,4,ahr;ECK4262;yjgB;NP_418690.4
b4272,0,0,4498272,4498455,4498637,366,+,CDS,0.530054645,0.900802568,leading,1,572595,0.246720349,0.493440697,0.699783824,NE,0,NE,0,23.5421355,1.36,0,insC6;ECK0357;yi21-6;NP_418692.2
b4273,0,0,4498595,4499048,4499500,906,+,CDS,0.550772627,1.170887318,leading,1,573188,0.246975861,0.493951722,0.700357023,NE,0,NE,0,14.702838,4.34,0,insD6;ECK0358;yi22-6;NP_418693.1
b4277,0.003030303,1,4501260,4501425,4501589,330,+,CDS,0.581818182,0.975369458,leading,1,575565,0.248000065,0.496000131,0.702650116,NE,0,NE,0,1.4698555,1.00E-07,0,yjgZ;ECK4267;NP_418697.1
b4278,0.000752445,1,4502103,4502767.5,4503431,1329,-,CDS,0.541760722,0.842987097,lagging,0,576907.5,0.248578523,0.497157047,0.703942014,NE,0,NE,0,10.3796695,4.93,0,insG;ECK4268;yi41;NP_418698.1
b4279,0.000821018,1,4504058,4504667,4505275,1218,+,CDS,0.362889984,0.481553156,leading,1,578807,0.249396982,0.498793964,0.705765944,NE,0,NE,0,2.018755,0.015,0,nanX;ECK4269;yjhB;NP_418699.4
b4280,0.000893655,1,4505287,4505846.5,4506405,1119,+,CDS,0.386952636,0.620756224,leading,1,579986.5,0.249905206,0.499810412,0.706896171,NE,0,NE,0,6.562252,20.1,18,nanY;ECK4270;yjhC;NP_418700.2
b4284,0.000868056,1,4507466,4508042,4508617,1152,-,CDS,0.458333333,0.992091401,lagging,0,582182,0.250851206,0.501702411,0.708995154,NE,0,NE,0,11.4674145,2.54,0,insI3;ECK0258;tra8-3;NP_418704.1
b4287,0,0,4510690,4511074,4511457,768,-,CDS,0.540364583,0.99902439,lagging,0,585214,0.252157637,0.504315274,0.711883564,NE,0,NE,0,8.986129,1.32,30,fecE;ECK4277;NP_418707.1
b4288,0,0,4511458,4511936.5,4512414,957,-,CDS,0.597701149,0.913704465,lagging,0,586076.5,0.252529272,0.505058544,0.712703029,NE,0,NE,0,4.0947555,0.29,0,fecD;ECK4278;NP_418708.1
b4289,0,0,4512411,4512910.5,4513409,999,-,CDS,0.606606607,0.870512374,lagging,0,587050.5,0.25294895,0.5058979,0.713627263,NE,0,NE,0,3.3757815,0.21,0,fecC;ECK4279;NP_418709.1
b4290,0.00110742,1,4513406,4513857.5,4514308,903,-,CDS,0.57696567,1.104497627,lagging,0,587997.5,0.253356994,0.506713989,0.714524686,NE,0,NE,0,11.1153725,3.77,454,fecB;ECK4280;NP_418710.4
b4291,0,0,4514353,4515515.5,4516677,2325,-,CDS,0.585376344,1.197338526,lagging,0,589655.5,0.254071395,0.508142791,0.71609306,NE,0,NE,0,13.5674785,23.7,601,fecA;ECK4281;NP_418711.1
b4292,0.002096436,2,4516764,4517241,4517717,954,-,CDS,0.590146751,1.083789856,lagging,0,591381,0.254814881,0.509629761,0.717721454,NE,0,NE,0,17.6180555,2.51,0,fecR;ECK4282;NP_418712.1
b4293,0,0,4517714,4517975,4518235,522,-,CDS,0.545977011,1.157142857,lagging,0,592115,0.255131147,0.510262295,0.718412961,NE,0,NE,0,42.324423,1.38,0,fecI;ECK4283;NP_418713.1
b4294,0,0,4518527,4518665,4518802,276,+,CDS,0.528985507,0.996011396,leading,1,592805,0.255428455,0.51085691,0.719062368,NE,0,NE,0,21.3274725,0.117,0,insA7;ECK0023;NP_418714.1
b4295,0,0,4519338,4519831.5,4520324,987,-,CDS,0.503546099,0.89164285,lagging,0,593971.5,0.255931078,0.511862156,0.720158815,NE,0,NE,0,53.7699375,58.6,9,yjhU;ECK4284;NP_418715.2
b4296,0.001481481,2,4520671,4521346,4522020,1350,-,CDS,0.49037037,1.109984378,lagging,0,595486,0.256583647,0.513167295,0.721579684,NE,0,NE,0,4.2463885,1.00E-07,0,yjhF;ECK4285;NP_418716.1
b4297,0.00050813,1,4522127,4523111,4524094,1968,-,CDS,0.545223577,1.101727447,lagging,0,597251,0.257344152,0.514688305,0.723231739,NE,0,NE,0,7.3056845,1.58,0,yjhG;ECK4286;NP_418717.1
b4298,0.001103753,1,4524105,4524558,4525010,906,-,CDS,0.526490066,1.292189041,lagging,0,598698,0.257967637,0.515935275,0.724583064,NE,0,NE,0,5.310115,4.09,0,yjhH;ECK4287;NP_418718.4
b4299,0.001267427,1,4525015,4525409.5,4525803,789,-,CDS,0.408111534,1.027303216,lagging,0,599549.5,0.258334533,0.516669065,0.725376964,NE,0,NE,0,0.8723165,0.72,0,yjhI;ECK4288;NP_418719.1
b4300,0,0,4526106,4526497.5,4526888,783,-,CDS,0.496807152,1.076459391,lagging,0,600637.5,0.258803331,0.517606662,0.726389964,NE,0,NE,0,7.254589,0.784,0,sgcR;ECK4289;yjhJ;NP_418720.1
b4301,0,0,4526905,4527221.5,4527537,633,-,CDS,0.55450237,0.966318046,lagging,0,601361.5,0.259115289,0.518230578,0.727063183,NE,0,NE,0,6.8633125,1.11,0,sgcE;ECK4290;yjhK;NP_418721.1
b4302,0,0,4527549,4527765,4527980,432,-,CDS,0.543981481,1.039370079,lagging,0,601905,0.259349473,0.518698946,0.727568103,NE,0,E,1,8.626781,48.4,0,sgcA;ECK4291;yjhL;NP_418722.1
b4303,0,0,4528111,4528514.5,4528917,807,-,CDS,0.53283767,1.20973734,lagging,0,602654.5,0.259672418,0.519344837,0.728263755,NE,0,NE,0,15.7284005,143,0,sgcQ;ECK4292;yjhM;NP_418723.1
b4304,0.000761035,1,4528930,4529587,4530243,1314,-,CDS,0.517503805,1.1178125,lagging,0,603727,0.260134538,0.520269077,0.729257896,NE,0,NE,0,3.2347435,4.5,0,sgcC;ECK4293;yjhN;NP_418724.1
b4565,0,0,4530255,4530394.5,4530533,279,-,CDS,0.483870968,0.87460815,lagging,0,604534.5,0.260482475,0.52096495,0.730005385,NE,0,E,1,4.7966395,168,0,sgcB;ECK4294;YP_588476.1
b4305,0.001782531,2,4530530,4531091,4531651,1122,-,CDS,0.524064171,1.026235354,lagging,0,605231,0.260782583,0.521565167,0.730649422,NE,0,NE,0,7.2664095,91,0,sgcX;ECK4295;yjhO;NP_418725.4
b4306,0,0,4532437,4532810.5,4533183,747,-,CDS,0.595716198,1.256352584,lagging,0,606950.5,0.261523483,0.523046967,0.732236621,NE,0,NE,0,3.4146265,1.76,0,yjhP;ECK4296;NP_418726.1
b4307,0,0,4533239,4533512,4533784,546,-,CDS,0.553113553,0.887921941,lagging,0,607652,0.261825747,0.523651493,0.732883007,NE,0,NE,0,3.305123,1.00E-07,0,yjhQ;ECK4297;NP_418727.1
b4566,0.003875969,1,4533796,4533925,4534053,258,-,CDS,0.496124031,1.576776165,lagging,0,608065,0.2620037,0.524007401,0.733263251,NE,0,NE,0,10.9479405,0.293,0,topAI;ECK4298;yjhX;YP_588477.1
b4309,0.002038736,2,4536614,4537104.5,4537594,981,-,CDS,0.4872579,1.167918483,lagging,0,611244.5,0.263373687,0.526747374,0.736182892,NE,0,NE,0,3.3636985,1.33,0,nanS;ECK4300;yjhS;NP_418729.1
b4310,0,0,4537659,4538212.5,4538765,1107,-,CDS,0.441734417,0.995942964,lagging,0,612352.5,0.263851103,0.527702206,0.737197134,NE,0,NE,0,8.1892575,5.83,138,nanM;ECK4301;yjhT;NP_418730.4
b4311,0.0013947,1,4538785,4539143.5,4539501,717,-,CDS,0.429567643,1.304463719,lagging,0,613283.5,0.264252253,0.528504507,0.738048071,NE,0,NE,0,1.3166055,2.03,0,nanC;ECK4302;yjhA;NP_418731.2
b4312,0,0,4540957,4541258.5,4541559,603,+,CDS,0.434494196,1.20168806,leading,1,615398.5,0.265163567,0.530327134,0.739976832,NE,0,NE,0,12.0824975,6.82,0,fimB;ECK4303;pil;NP_418732.1
b4313,0.016750419,10,4542037,4542335.5,4542633,597,+,CDS,0.469011725,1.36535163,leading,1,616475.5,0.265627626,0.531255251,0.740956665,NE,0,NE,0,3.870545,2.29,0,fimE;ECK4304;hyp;pilH;NP_418733.1
b4314,0,0,4543115,4543389.5,4543663,549,+,CDS,0.517304189,1.010597015,leading,1,617529.5,0.266081774,0.532163549,0.741914048,NE,0,NE,0,314.4558105,67.4,0,fimA;ECK4305;fimD;pilA;NP_418734.1
b4315,0,0,4543728,4543998,4544267,540,+,CDS,0.492592593,1.186881832,leading,1,618138,0.266343965,0.532687931,0.742466082,NE,0,NE,0,27.1644605,0.551,0,fimI;ECK4306;NP_418735.2
b4316,0.00137741,1,4544304,4544667,4545029,726,+,CDS,0.444903581,1.230982659,leading,1,618807,0.266632225,0.53326445,0.74307242,NE,0,NE,0,8.6358255,13.6,0,fimC;ECK4307;pilB;NP_418736.3
b4317,0.000379219,1,4545096,4546414.5,4547732,2637,+,CDS,0.486158513,1.141349081,leading,1,620554.5,0.26738519,0.534770379,0.744653364,NE,0,NE,0,4.430471,1.87,0,fimD;ECK4308;fimD_1;fimD_2;NP_418737.1
b4318,0,0,4547742,4548007.5,4548272,531,+,CDS,0.495291902,1.074774462,leading,1,622147.5,0.268071583,0.536143166,0.746090903,NE,0,NE,0,4.36363,0.333,0,fimF;ECK4309;NP_418738.1
b4319,0,0,4548285,4548537,4548788,504,+,CDS,0.523809524,0.927536232,leading,1,622677,0.268299735,0.536599469,0.746567961,NE,0,NE,0,5.241396,0.972,0,fimG;ECK4310;NP_418739.1
b4320,0.00110742,1,4548808,4549259.5,4549710,903,+,CDS,0.50166113,1.236502347,leading,1,623399.5,0.268611046,0.537222092,0.747218285,NE,0,NE,0,9.098737,0.782,0,fimH;ECK4311;pilE;NP_418740.1
b4321,0,0,4549953,4550625,4551296,1344,-,CDS,0.530505952,1.000903171,lagging,0,624765,0.269199414,0.538398829,0.748445424,NE,0,NE,0,2.9491425,0.065,0,gntP;ECK4312;yjiB;NP_418741.1
b4322,0,0,4551636,4552228.5,4552820,1185,+,CDS,0.543459916,1.234434531,leading,1,626368.5,0.269890332,0.539780664,0.749883182,NE,0,NE,0,14.9133315,161,980,uxuA;ECK4313;NP_418742.1
b4323,0,0,4552901,4553631.5,4554361,1461,+,CDS,0.576317591,1.225782313,leading,1,627771.5,0.270494858,0.540989717,0.751138267,NE,0,NE,0,11.549872,65.6,152,uxuB;ECK4314;NP_418743.1
b4324,0,0,4554576,4554963,4555349,774,+,CDS,0.536175711,1.06911083,leading,1,629103,0.271068576,0.542137153,0.752326884,NE,0,NE,0,36.5843605,2.23,5,uxuR;ECK4315;NP_418744.1
b4325,0.001203369,1,4555490,4555905.5,4556320,831,-,CDS,0.401925391,0.834427111,lagging,0,630045.5,0.271474682,0.542949364,0.753166767,NE,0,NE,0,0,1.00E-07,0,yjiC;ECK4316;NP_418745.3
