Gene,Start,End,Length (nt),Strand,Locus Tag,CDS,Pseudo,PEC,Gerdes,LB medium,,,,,M9 glucose (0.2%) medium,,,,
waaY,3800267,3800965,699,-,b3625,Y,N,NE,NE,5,2.98 ,5,3.24 ,NE,35,3.68,33,3.77,NE
waaR,3800983,3801999,1017,-,b3626,Y,N,NE,NE,0,0.00 ,0,0.00 ,E,33,2.39,33,2.59,NE
waaO,3802039,3803058,1020,-,b3627,Y,N,NE,NE,2,0.82 ,2,0.89 ,E,90,6.49,90,7.04,NE
waaB,3803058,3804137,1080,-,b3628,Y,N,NE,NE,2,0.77 ,2,0.84 ,E,40,2.72,30,2.22,NE
waaS,3804181,3805116,936,-,b3629,Y,N,NE,NE,0,0.00 ,0,0.00 ,E,51,4.01,51,4.36,NE
waaP,3805153,3805950,798,-,b3630,Y,N,NE,NE,9,4.70 ,9,5.11 ,NE,2,0.18,2,0.20,E
waaG,3805943,3807067,1125,-,b3631,Y,N,NE,NE,17,6.30 ,16,6.43 ,NE,16,1.05,16,1.13,E
waaQ,3807064,3808098,1035,-,b3632,Y,N,NE,NE,154,62.03 ,154,67.51 ,NE,6940,493.14,6906,534.07,NE
waaA,3808540,3809817,1278,+,b3633,Y,N,E,E,184,60.02 ,10,3.55 ,NE,137,7.88,21,1.32,E
coaD,3809825,3810304,480,+,b3634,Y,N,E,E,2,1.74 ,0,0.00 ,E,9,1.38,8,1.34,E
mutM,3810343,3811152,810,-,b3635,Y,N,NE,NE,404,207.93 ,375,209.57 ,NE,3099,281.38,2978,293.59,NE
rpmG,3811250,3811417,168,-,b3636,Y,N,NE,NE,49,121.60 ,43,114.91 ,NE,47,20.58,47,22.16,NE
rpmB,3811438,3811674,237,-,b3637,Y,N,E,NE,0,0.00 ,0,0.00 ,E,1,0.31,1,0.34,E
yicR,3811891,3812559,669,-,b3638,Y,N,NE,NE,72,44.87 ,68,45.95 ,NE,780,85.75,778,92.74,NE
dfp,3812731,3813951,1221,+,b3639,Y,N,E,E,0,0.00 ,0,0.00 ,E,17,1.02,16,1.05,E
dut,3813932,3814387,456,+,b3640,Y,N,E,E,1,0.91 ,0,0.00 ,E,9,1.45,9,1.58,E
slmA,3814494,3815090,597,+,b3641,Y,N,NE,NE,251,175.28 ,251,190.60 ,NE,1449,178.50,1449,194.11,NE
pyrE,3815127,3815768,642,-,b3642,Y,N,NE,NE,330,214.29 ,230,162.52 ,NE,7,0.80,5,0.62,E
rph,3815834,3816549,716,-,b3643,Y,Y,NE,NE,498,289.97 ,495,312.67 ,NE,283,29.07,273,30.42,NE
yicC,3816676,3817539,864,+,b3644,Y,N,NE,NE,552,266.35 ,547,286.49 ,NE,2010,171.09,1960,181.09,NE
dinD,3817760,3818584,825,+,b3645,Y,N,NE,NE,56,28.30 ,50,27.39 ,NE,173,15.42,159,15.37,NE
yicG,3818874,3819491,618,+,b3646,Y,N,NE,NE,2598,1752.59 ,2568,1878.24 ,NE,6061,721.29,4370,563.85,NE
ligB,3819488,3821170,1683,-,b3647,Y,N,NE,NE,1151,285.12 ,1089,293.47 ,NE,11421,499.08,9773,464.61,NE
gmk,3821428,3822051,624,+,b3648,Y,N,E,E,1,0.67 ,1,0.72 ,E,4,0.47,4,0.51,E
rpoZ,3822106,3822381,276,+,b3649,Y,N,NE,NE,17,25.68 ,16,26.47 ,NE,19,5.06,18,5.25,NE
spoT,3822400,3824508,2109,+,b3650,Y,N,E,NE,250,49.42 ,202,43.39 ,NE,867,30.23,774,29.33,NE
trmH,3824515,3825204,690,+,b3651,Y,N,NE,NE,434,262.22 ,342,224.89 ,NE,2590,276.06,2248,260.77,NE
recG,3825210,3827291,2082,+,b3652,Y,N,NE,NE,2099,420.30 ,1930,420.38 ,NE,4161,146.98,3592,138.02,NE
gltS,3827460,3828665,1206,-,b3653,Y,N,NE,NE,991,342.58 ,987,370.70 ,NE,8351,509.27,8349,553.18,NE
xanP,3828945,3830336,1392,+,b3654,Y,N,NE,NE,2183,653.80 ,2116,689.19 ,NE,10397,549.32,10243,588.53,NE
yicH,3830457,3832166,1710,+,b3655,Y,N,NE,NE,3785,922.79 ,3673,972.85 ,NE,15644,672.83,15450,721.90,NE
yicI,3832219,3834537,2319,-,b3656,Y,N,NE,NE,310,55.73 ,255,49.79 ,NE,2708,85.88,1823,62.80,NE
yicJ,3834547,3835929,1383,-,b3657,Y,N,NE,NE,1075,324.05 ,1050,344.41 ,NE,23417,1245.27,23232,1344.29,NE
selC,3836222,3836316,95,+,b3658,N,N,NE,NE,248,1088.33 ,237,1135.69 ,NE,995,770.29,370,312.78,NE
yicT,3836425,3836556,132,+,b4653,Y,Y,NE,NE,103,325.31 ,101,350.89 ,NE,474,264.09,445,272.73,NE
setC,3836953,3838137,1185,+,b3659,Y,N,NE,NE,320,112.58 ,276,105.66 ,NE,2408,149.45,2201,148.64,NE
yicL,3838248,3839171,924,+,b3660,Y,N,NE,NE,1508,680.39 ,1405,687.49 ,NE,17867,1422.11,16029,1383.63,NE
nlpA,3839175,3839993,819,-,b3661,Y,N,NE,NE,201,102.32 ,178,98.29 ,NE,1790,160.74,1440,140.27,NE
yicS,3840215,3840508,294,+,b4555,Y,N,NE,NE,77,109.19 ,62,95.73 ,NE,290,72.54,222,60.47,NE
nepI,3840549,3841739,1191,-,b3662,Y,N,NE,NE,922,322.74 ,847,322.48 ,NE,5848,361.12,5572,374.24,NE
yicN,3841950,3842402,453,-,b3663,Y,N,NE,NE,220,202.47 ,160,159.96 ,NE,325,52.76,235,41.45,NE
adeQ,3842455,3843789,1335,-,b3664,Y,N,NE,NE,1417,442.51 ,1298,441.02 ,NE,7195,396.37,6200,371.62,NE
adeD,3843964,3845730,1767,+,b3665,Y,N,NE,NE,1818,428.93 ,1792,459.18 ,NE,13458,560.14,13446,607.80,NE
uhpT,3845776,3847167,1392,-,b3666,Y,N,NE,NE,577,172.81 ,554,180.44 ,NE,5427,286.73,5383,309.29,NE
uhpC,3847305,3848624,1320,-,b3667,Y,N,NE,NE,904,285.51 ,802,274.96 ,NE,7635,425.39,7142,431.96,NE
uhpB,3848634,3850136,1503,-,b3668,Y,N,NE,NE,1539,426.88 ,1471,443.43 ,NE,14719,720.23,14461,769.01,NE
uhpA,3850136,3850726,591,-,b3669,Y,N,NE,NE,1690,1192.15 ,1646,1263.75 ,NE,6733,837.87,6587,892.16,NE
ilvN,3850802,3851092,291,-,b3670,Y,N,NE,NE,35,50.14 ,34,53.09 ,NE,166,41.95,161,44.35,NE
ilvB,3851096,3852784,1689,-,b3671,Y,N,NE,NE,2461,607.45 ,2450,657.70 ,NE,9759,424.94,9734,460.97,NE
ivbL,3852890,3852988,99,-,b3672,Y,N,NE,NE,26,109.49 ,24,109.95 ,NE,9,6.69,4,3.23,NE
istR,3853118,3853257,140,-,b4616,N,N,NE,NE,6,17.87 ,6,19.54 ,NE,13,6.83,13,7.47,NE
tisB,3853553,3853642,90,+,b4618,Y,N,NE,NE,19,88.01 ,19,96.60 ,NE,152,124.21,127,113.91,NE
emrD,3853922,3855106,1185,+,b3673,Y,N,NE,NE,4104,1443.84 ,3891,1489.58 ,NE,20612,1279.25,20230,1366.22,NE
yidF,3855114,3855611,498,-,b3674,Y,N,NE,NE,655,548.33 ,548,498.82 ,NE,769,113.57,566,90.89,NE
yidG,3855608,3855970,363,-,b3675,Y,N,NE,NE,66,75.80 ,61,75.91 ,NE,83,16.82,75,16.47,NE
yidH,3855960,3856307,348,-,b3676,Y,N,NE,NE,201,240.80 ,197,256.65 ,NE,321,67.84,319,73.32,NE
yidI,3856415,3856864,450,+,b3677,Y,N,NE,NE,81,75.04 ,31,31.22 ,NE,57,9.32,25,4.44,NE
yidJ,3856911,3858404,1494,-,b3678,Y,N,NE,NE,402,112.18 ,278,84.35 ,NE,2109,103.82,1979,105.93,NE
yidK,3858401,3860116,1716,-,b3679,Y,N,NE,NE,2318,563.15 ,2188,577.33 ,NE,7821,335.20,7020,326.76,NE
yidL,3860283,3861176,894,+,b3680,Y,N,NE,NE,151,70.42 ,146,74.05 ,NE,1086,89.34,1011,90.46,NE
glvG,3861173,3861987,815,-,b4556,Y,Y,NE,NE,138,70.59 ,128,71.06 ,NE,1718,155.03,1456,142.59,NE
glvC,3861987,3863603,1617,-,b3683,Y,Y,NE,NE,493,127.11 ,471,131.87 ,NE,2539,115.48,2412,119.13,NE
yidP,3863899,3864615,717,+,b3684,Y,N,NE,E,415,241.30 ,374,235.89 ,NE,1357,139.19,1343,149.43,NE
yidE,3864612,3866273,1662,-,b3685,Y,N,NE,NE,2010,504.19 ,1755,478.21 ,NE,24023,1063.04,20799,999.78,NE
ibpB,3866469,3866897,429,-,b3686,Y,N,NE,NE,61,59.28 ,54,57.28 ,NE,294,50.40,270,50.53,NE
ibpA,3867009,3867422,414,-,b3687,Y,N,NE,NE,39,39.27 ,39,42.56 ,NE,1332,236.62,1328,255.67,NE
yidQ,3867728,3868060,333,+,b3688,Y,N,NE,NE,408,510.80 ,404,552.22 ,NE,1182,261.05,1123,270.79,NE
yidR,3868062,3869309,1248,-,b3689,Y,N,NE,NE,724,241.85 ,681,247.31 ,NE,3079,181.45,2833,181.49,NE
cbrA,3869377,3870441,1065,+,b3690,Y,N,NE,NE,768,300.64 ,727,308.96 ,NE,2841,196.19,2366,177.38,NE
dgoT,3870438,3871730,1293,-,b3691,Y,N,NE,NE,353,113.82 ,237,83.10 ,NE,2888,164.27,2578,159.46,NE
dgoD,3871850,3872998,1149,-,b4478,Y,N,NE,NE,528,191.58 ,498,196.42 ,NE,3949,252.77,2522,175.48,NE
dgoA,3872995,3873612,618,-,b4477,Y,N,NE,NE,1519,1024.71 ,1437,1051.02 ,NE,1179,140.31,1003,129.41,NE
dgoK,3873596,3874474,879,-,b3693,Y,N,NE,NE,1172,555.87 ,521,269.15 ,NE,2587,216.45,1338,121.94,NE
dgoR,3874471,3875160,690,-,b4479,Y,N,NE,NE,107,64.65 ,99,65.10 ,NE,1560,166.28,1478,171.45,NE
yidX,3875438,3876094,657,+,b3696,Y,N,NE,NE,39,24.75 ,37,25.50 ,NE,134,15.00,134,16.29,NE
yidA,3876140,3876952,813,-,b3697,Y,N,NE,NE,2793,1432.22 ,2759,1535.68 ,NE,3662,331.27,3648,358.20,NE
yidB,3877067,3877465,399,-,b3698,Y,N,NE,NE,32,33.44 ,29,32.94 ,NE,180,33.18,173,34.67,NE
gyrB,3877705,3880119,2415,-,b3699,Y,N,E,NE,9,1.55 ,7,1.31 ,E,41,1.25,39,1.29,E
recF,3880148,3881221,1074,-,b3700,Y,N,NE,NE,1077,418.06 ,1054,443.85 ,NE,5089,348.48,4182,310.67,NE
dnaN,3881221,3882321,1101,-,b3701,Y,N,E,NE,7,2.65 ,1,0.41 ,E,65,4.34,10,0.73,E
dnaA,3882326,3883729,1404,-,b3702,Y,N,E,E,1,0.30 ,1,0.32 ,E,38,1.99,36,2.05,E
rpmH,3884336,3884476,141,+,b3703,Y,N,E,NE,0,0.00 ,0,0.00 ,E,0,0.00,0,0.00,E
rnpA,3884493,3884852,360,+,b3704,Y,N,E,NE,8,9.26 ,5,6.28 ,NE,15,3.06,11,2.44,NE
yidD,3884816,3885073,258,+,b4557,Y,N,NE,NE,23,37.17 ,23,40.29 ,NE,190,54.16,190,58.71,NE
yidC,3885076,3886722,1647,+,b3705,Y,N,E,NE,2,0.51 ,2,0.55 ,E,14,0.63,13,0.63,E
mnmE,3886828,3888192,1365,+,b3706,Y,N,NE,E,931,284.35 ,918,304.47 ,NE,3513,189.28,3504,205.01,NE
tnaC,3888435,3888509,75,+,b3707,Y,N,NE,NE,0,0.00 ,0,0.00 ,E,4,3.92,4,4.39,NE
tnaA,3888730,3890145,1416,+,b3708,Y,N,NE,NE,3012,886.79 ,3006,961.04 ,NE,10177,528.58,10142,572.00,NE
tnaB,3890236,3891483,1248,+,b3709,Y,N,NE,NE,570,190.41 ,565,205.18 ,NE,10659,628.14,10645,681.96,NE
mdtL,3891615,3892790,1176,+,b3710,Y,N,NE,NE,844,299.20 ,837,323.10 ,NE,19557,1223.06,19468,1325.72,NE
yidZ,3892765,3893724,960,+,b3711,Y,N,NE,NE,319,138.53 ,315,148.56 ,NE,2664,204.09,2525,210.07,NE
yieE,3893881,3894630,750,+,b3712,Y,N,NE,NE,108,60.03 ,97,58.61 ,NE,260,25.50,256,27.29,NE
chrR,3894652,3895218,567,+,b3713,Y,N,NE,NE,107,78.67 ,105,83.70 ,NE,356,46.18,356,50.06,NE
adeP,3895272,3896609,1338,-,b3714,Y,N,NE,NE,1296,403.81 ,1253,424.69 ,NE,9796,538.45,9695,579.69,NE
yieH,3896774,3897439,666,+,b3715,Y,N,NE,NE,108,67.61 ,105,71.29 ,NE,1182,130.53,1112,133.20,NE
cbrB,3897506,3897973,468,+,b3716,Y,N,NE,NE,63,56.12 ,63,60.80 ,NE,1783,280.19,1777,302.52,NE
cbrC,3898022,3898609,588,+,b3717,Y,N,NE,NE,21,14.89 ,20,15.44 ,NE,301,37.65,301,40.99,NE
yieK,3898671,3899393,723,-,b3718,Y,N,NE,NE,39,22.49 ,38,23.75 ,NE,575,58.49,568,62.63,NE
yieL,3899408,3900577,1170,-,b3719,Y,N,NE,E,2190,780.35 ,1987,768.44 ,NE,10157,638.46,9347,637.69,NE
bglH,3900604,3902220,1617,-,b3720,Y,N,NE,NE,671,173.00 ,331,92.68 ,NE,4362,198.39,3514,173.56,NE
bglB,3902289,3903701,1413,-,b3721,Y,N,NE,NE,1332,393.00 ,1329,425.87 ,NE,6603,343.68,6592,372.64,NE
bglF,3903720,3905597,1878,-,b3722,Y,N,NE,NE,299,66.38 ,297,71.74 ,NE,3765,147.44,3760,160.21,NE
bglG,3905731,3906567,837,-,b3723,Y,N,NE,NE,181,90.15 ,181,98.13 ,NE,1118,98.24,1118,106.92,NE
phoU,3906853,3907578,726,-,b3724,Y,N,NE,NE,16,9.19 ,16,10.02 ,NE,161,16.31,160,17.67,NE
pstB,3907593,3908366,774,-,b3725,Y,N,NE,NE,6,3.23 ,5,2.92 ,NE,40,3.80,8,0.82,E
pstA,3908549,3909439,891,-,b3726,Y,N,NE,NE,552,258.28 ,540,274.88 ,NE,1797,148.33,1748,156.97,NE
pstC,3909439,3910398,960,-,b3727,Y,N,NE,NE,656,284.88 ,635,299.47 ,NE,2430,186.16,2373,197.42,NE
pstS,3910485,3911525,1041,-,b3728,Y,N,NE,NE,195,78.09 ,192,83.64 ,NE,283,19.99,264,20.29,NE
glmS,3911839,3913668,1830,-,b3729,Y,N,E,E,12,2.73 ,11,2.73 ,NE,27,1.09,25,1.09,E
glmU,3913830,3915200,1371,-,b3730,Y,N,E,E,3,0.91 ,2,0.66 ,E,18,0.97,17,0.99,E
atpC,3915553,3915972,420,-,b3731,Y,N,NE,E,13,12.90 ,13,13.97 ,NE,10,1.75,10,1.90,E
atpD,3915993,3917375,1383,-,b3732,Y,N,NE,NE,91,27.43 ,90,29.52 ,NE,21,1.12,21,1.22,E
atpG,3917402,3918265,864,-,b3733,Y,N,NE,NE,64,30.88 ,64,33.52 ,NE,48,4.09,47,4.34,NE
atpA,3918316,3919857,1542,-,b3734,Y,N,NE,NE,47,12.71 ,45,13.23 ,NE,21,1.00,21,1.09,E
atpH,3919870,3920403,534,-,b3735,Y,N,NE,NE,7,5.46 ,5,4.25 ,NE,6,0.83,6,0.90,E
atpF,3920418,3920888,471,-,b3736,Y,N,NE,E,89,78.78 ,87,83.38 ,NE,53,8.28,53,8.96,NE
atpE,3920950,3921189,240,-,b3737,Y,N,NE,NE,13,22.58 ,10,18.95 ,NE,5,1.53,5,1.67,E
atpB,3921236,3922051,816,-,b3738,Y,N,NE,NE,16,8.17 ,14,7.76 ,NE,38,3.42,38,3.72,NE
atpI,3922060,3922440,381,-,b3739,Y,N,NE,NE,22,24.07 ,19,22.70 ,NE,156,30.11,150,31.61,NE
rsmG,3923057,3923680,624,-,b3740,Y,N,NE,NE,83,55.45 ,81,58.63 ,NE,1637,192.94,1635,208.76,NE
mnmG,3923744,3925633,1890,-,b3741,Y,N,NE,NE,200,44.12 ,184,44.14 ,NE,631,24.55,566,23.95,NE
mioC,3926012,3926455,444,-,b3742,Y,N,NE,NE,5,4.69 ,4,4.09 ,NE,74,12.26,64,11.54,NE
asnC,3926545,3927003,459,-,b3743,Y,N,NE,NE,102,92.64 ,98,96.59 ,NE,782,125.30,771,134.05,NE
asnA,3927155,3928147,993,+,b3744,Y,N,NE,NE,583,244.77 ,570,260.28 ,NE,3229,239.15,3207,258.33,NE
viaA,3928152,3929603,1452,-,b3745,Y,N,NE,NE,369,105.95 ,302,94.24 ,NE,1325,67.11,1214,66.83,NE
ravA,3929597,3931093,1497,-,b3746,Y,N,NE,NE,633,176.28 ,490,148.35 ,NE,3889,191.06,3001,160.28,NE
kup,3931316,3933184,1869,+,b3747,Y,N,NE,NE,271,60.45 ,256,62.01 ,NE,1289,50.72,1220,52.14,NE
rbsD,3933351,3933770,420,+,b3748,Y,N,NE,NE,320,317.64 ,314,337.39 ,NE,6863,1201.76,6755,1280.40,NE
rbsA,3933778,3935283,1506,+,b3749,Y,N,NE,NE,774,214.26 ,711,213.86 ,NE,4217,205.94,3715,197.13,NE
rbsC,3935288,3936253,966,+,b3750,Y,N,NE,NE,1479,638.30 ,1469,688.12 ,NE,15141,1152.74,15052,1243.82,NE
rbsB,3936278,3937168,891,+,b3751,Y,N,NE,NE,1511,707.00 ,1491,758.97 ,NE,34641,2859.34,34478,3096.08,NE
rbsK,3937294,3938223,930,+,b3752,Y,N,NE,NE,655,293.62 ,620,302.67 ,NE,7157,565.98,6886,593.01,NE
rbsR,3938227,3939219,993,+,b3753,Y,N,NE,NE,308,129.31 ,299,136.53 ,NE,815,60.36,799,64.36,NE
hsrA,3939185,3940612,1428,-,b3754,Y,N,NE,NE,542,158.23 ,520,165.23 ,NE,3047,156.93,3027,169.68,NE
yieP,3940635,3941327,693,-,b3755,Y,N,NE,NE,48,28.88 ,31,20.29 ,NE,572,60.70,510,58.88,NE
rrsC,3941808,3943349,1542,+,b3756,N,N,NE,NE,2116,572.09 ,2111,620.64 ,NE,8447,402.88,8421,436.76,NE
gltU,3943435,3943510,76,+,b3757,N,N,NE,NE,11,60.34 ,11,67.44 ,NE,32,30.97,32,34.61,NE
rrlC,3943704,3946607,2904,+,b3758,N,N,NE,NE,87,12.49 ,87,13.57 ,NE,2395,60.65,2348,64.63,NE
rrfC,3946700,3946819,120,+,b3759,N,N,NE,NE,14,48.64 ,14,52.11 ,NE,46,28.19,46,30.21,NE
aspT,3946872,3946948,77,+,b3760,N,N,NE,NE,4,21.66 ,4,24.17 ,NE,2,1.91,2,2.13,E
trpT,3946957,3947032,76,+,b3761,N,N,E,NE,0,0.00 ,0,0.00 ,E,0,0.00,0,0.00,E
hdfR,3947128,3947967,840,-,b4480,Y,N,NE,NE,607,301.26 ,606,327.25 ,NE,1734,151.82,1730,164.81,NE
yifE,3948086,3948424,339,+,b3764,Y,N,NE,NE,37,45.50 ,37,49.60 ,NE,13,2.82,13,3.07,NE
yifB,3948449,3949969,1521,-,b3765,Y,N,NE,NE,565,154.86 ,550,163.66 ,NE,1911,92.40,1857,97.48,NE
ilvL,3950322,3950420,99,+,b3766,Y,N,NE,NE,2,8.42 ,2,9.16 ,NE,14,10.40,14,11.31,NE
ilvX,3950507,3950557,51,+,b4669,Y,N,NE,NE,0,0.00 ,0,0.00 ,E,0,0.00,0,0.00,E
ilvG,3950560,3952204,1645,+,b4488,Y,Y,NE,NE,1304,330.48 ,1292,356.00 ,NE,1817,81.23,1805,87.74,NE
ilvM,3952201,3952464,264,+,b3769,Y,N,NE,NE,326,514.81 ,316,539.92 ,NE,3802,1059.16,3802,1145.98,NE
ilvE,3952484,3953413,930,+,b3770,Y,N,NE,NE,183,82.03 ,167,81.52 ,NE,26,2.06,9,0.78,E
ilvD,3953478,3955328,1851,+,b3771,Y,N,NE,NE,2599,585.37 ,2529,619.11 ,NE,36,1.43,30,1.30,E
ilvA,3955331,3956875,1545,+,b3772,Y,N,NE,NE,3561,960.89 ,3438,1008.65 ,NE,41,1.95,38,1.97,E
ilvY,3956927,3957820,894,-,b3773,Y,N,NE,NE,263,122.64 ,250,126.79 ,NE,11,0.90,7,0.63,E
ilvC,3957970,3959445,1476,+,b3774,Y,N,NE,NE,1906,538.35 ,1902,584.77 ,NE,33,1.64,23,1.25,E
ppiC,3959532,3959813,282,-,b3775,Y,N,NE,NE,76,112.36 ,71,114.73 ,NE,166,43.29,157,44.75,NE
yifN,3960012,3960460,449,-,b3777,Y,Y,NE,NE,10,9.29 ,10,10.09 ,NE,45,7.37,45,8.01,NE
rep,3960677,3962698,2022,+,b3778,Y,N,NE,E,1127,232.37 ,875,195.91 ,NE,6624,240.93,4624,182.64,NE
gpp,3962745,3964229,1485,-,b3779,Y,N,NE,NE,666,186.97 ,619,189.06 ,NE,4867,241.04,4712,253.88,NE
rhlB,3964365,3965630,1266,-,b3780,Y,N,NE,NE,434,142.92 ,403,144.09 ,NE,4391,255.08,3843,242.40,NE
trxA,3965761,3966090,330,+,b3781,Y,N,NE,NE,11,13.90 ,10,13.80 ,NE,4,0.89,4,0.97,E
rho,3966417,3967676,1260,+,b3783,Y,N,E,NE,0,0.00 ,0,0.00 ,E,8,0.47,6,0.38,E
wecA,3967916,3969019,1104,+,b3784,Y,N,NE,NE,726,274.16 ,497,203.94 ,NE,2491,165.94,1970,142.60,NE
wzzE,3969031,3970077,1047,+,b3785,Y,N,NE,NE,1814,722.31 ,1796,777.52 ,NE,9528,669.28,9507,726.06,NE
wecB,3970133,3971263,1131,+,b3786,Y,N,NE,NE,593,218.59 ,583,233.93 ,NE,1724,112.11,1708,120.90,NE
wecC,3971260,3972522,1263,+,b3787,Y,N,NE,NE,1117,368.71 ,951,340.90 ,NE,5285,307.75,4878,308.47,NE
rffG,3972522,3973589,1068,+,b3788,Y,N,NE,NE,2001,781.10 ,1855,785.92 ,NE,10883,749.43,10202,762.51,NE
rffH,3973608,3974489,882,+,b3789,Y,N,NE,NE,461,217.90 ,375,193.01 ,NE,3818,318.36,3725,338.22,NE
wecD,3974467,3975141,675,+,b3790,Y,N,NE,NE,743,458.90 ,658,443.17 ,NE,2091,227.83,1919,228.00,NE
wecE,3975146,3976276,1131,+,b3791,Y,N,NE,NE,441,162.56 ,391,156.89 ,NE,1266,82.32,1245,88.13,NE
wzxE,3976278,3977528,1251,+,b3792,Y,N,NE,NE,1169,389.57 ,970,351.34 ,NE,6402,376.37,5782,369.45,NE
wecF,3977525,3978604,1080,+,b4481,Y,N,NE,NE,454,175.25 ,286,120.19 ,NE,2809,191.29,2128,157.77,NE
wzyE,3978601,3979953,1353,+,b3793,Y,N,NE,E,13,4.01 ,4,1.34 ,E,57,3.10,31,1.83,E
wecG,3979956,3980696,741,+,b3794,Y,N,NE,NE,335,188.48 ,310,189.78 ,NE,943,93.59,768,82.94,NE
yifK,3980887,3982272,1386,+,b3795,Y,N,NE,NE,705,212.06 ,700,229.07 ,NE,2579,136.85,2562,147.90,NE
argX,3982375,3982451,77,+,b3796,N,N,E,NE,0,0.00 ,0,0.00 ,E,0,0.00,0,0.00,E
hisR,3982509,3982585,77,+,b3797,N,N,E,NE,1,5.41 ,1,6.04 ,NE,0,0.00,0,0.00,E
leuT,3982606,3982692,87,+,b3798,N,N,NE,NE,0,0.00 ,0,0.00 ,E,1,0.85,0,0.00,E
proM,3982735,3982811,77,+,b3799,N,N,E,NE,0,0.00 ,0,0.00 ,E,0,0.00,0,0.00,E
aslB,3982958,3984193,1236,+,b3800,Y,N,NE,NE,439,148.07 ,415,152.30 ,NE,2507,149.17,2362,152.92,NE
aslA,3984352,3986007,1656,-,b3801,Y,N,NE,NE,2393,602.44 ,2367,647.51 ,NE,23388,1038.69,23251,1122.04,NE
glmZ,3986432,3986638,207,+,b4456,N,N,NE,NE,57,114.80 ,57,124.41 ,NE,61,21.67,61,23.49,NE
hemY,3986686,3987882,1197,-,b3802,Y,N,NE,NE,603,210.02 ,566,214.32 ,NE,4546,279.31,4367,291.71,NE
hemX,3987885,3989066,1182,-,b3803,Y,N,NE,NE,609,214.80 ,577,221.50 ,NE,2918,181.56,2878,194.90,NE
hemD,3989088,3989828,741,-,b3804,Y,N,E,E,4,2.25 ,1,0.61 ,E,18,1.79,18,1.94,E
hemC,3989825,3990766,942,-,b3805,Y,N,E,E,20,8.85 ,6,2.89 ,NE,36,2.81,15,1.27,E
cyaA,3991153,3993699,2547,+,b3806,Y,N,NE,NE,332,54.34 ,327,58.18 ,NE,1066,30.78,1056,33.15,NE
cyaY,3993739,3994059,321,-,b3807,Y,N,NE,NE,82,106.50 ,81,113.70 ,NE,1410,323.05,1396,345.69,NE
yifL,3994522,3994725,204,+,b4558,Y,N,NE,NE,11,22.48 ,11,24.39 ,NE,34,12.26,34,13.30,NE
dapF,3994762,3995586,825,+,b3809,Y,N,NE,E,31,15.67 ,20,10.96 ,NE,176,15.69,3,0.29,E
yigA,3995583,3996290,708,+,b3810,Y,N,NE,NE,3100,1825.40 ,3092,1977.07 ,NE,16284,1691.54,16196,1826.89,NE
xerC,3996287,3997183,897,+,b3811,Y,N,NE,E,51,23.70 ,45,22.74 ,NE,121,9.92,117,10.43,NE
yigB,3997183,3997899,717,+,b3812,Y,N,NE,NE,917,533.19 ,905,570.79 ,NE,2218,227.51,2206,245.45,NE
uvrD,3997983,4000145,2163,+,b3813,Y,N,NE,NE,1455,280.44 ,1170,244.99 ,NE,5382,183.00,3252,120.12,NE
yigE,4000292,4001056,765,-,b4482,Y,N,NE,NE,61,33.24 ,60,35.48 ,NE,384,36.92,382,39.85,NE
corA,4001426,4002376,951,+,b3816,Y,N,NE,E,883,387.09 ,871,414.99 ,NE,1079,83.44,1043,87.67,NE
yigF,4002419,4002799,381,-,b3817,Y,N,NE,NE,231,252.77 ,189,225.77 ,NE,987,190.52,850,179.12,NE
yigG,4002813,4003193,381,-,b3818,Y,N,NE,NE,3,3.28 ,3,3.58 ,NE,10,1.93,10,2.11,E
rarD,4003288,4004178,891,-,b3819,Y,N,NE,NE,229,107.15 ,224,114.02 ,NE,5538,457.12,5527,496.32,NE
yigI,4004230,4004697,468,-,b3820,Y,N,NE,NE,271,241.41 ,263,253.81 ,NE,2372,372.75,2348,399.73,NE
pldA,4004862,4005731,870,+,b3821,Y,N,NE,NE,471,225.70 ,392,203.77 ,NE,3993,337.55,3657,335.35,NE
recQ,4005864,4007693,1830,+,b3822,Y,N,NE,NE,1142,260.16 ,1126,279.09 ,NE,1996,80.22,1792,78.35,NE
rhtC,4007757,4008377,621,+,b3823,Y,N,NE,NE,513,344.39 ,510,371.06 ,NE,5070,600.44,4972,638.16,NE
rhtB,4008439,4009059,621,-,b3824,Y,N,NE,NE,785,527.00 ,784,570.42 ,NE,2499,295.96,2423,310.99,NE
pldB,4009170,4010192,1023,+,b3825,Y,N,NE,NE,908,370.03 ,904,399.66 ,NE,3020,217.11,2997,233.74,NE
yigL,4010200,4011000,801,+,b3826,Y,N,NE,NE,276,143.65 ,270,152.73 ,NE,1494,137.17,1335,133.22,NE
yigM,4011076,4011975,900,+,b3827,Y,N,NE,NE,689,319.16 ,518,260.81 ,NE,2888,236.00,2721,241.69,NE
metR,4011863,4012816,954,-,b3828,Y,N,NE,NE,1141,498.62 ,1100,522.31 ,NE,759,58.51,696,58.30,NE
metE,4013053,4015314,2262,+,b3829,Y,N,NE,NE,2284,420.95 ,2049,410.29 ,NE,160,5.20,127,4.49,NE
ysgA,4015354,4016169,816,-,b3830,Y,N,NE,NE,1032,527.25 ,934,517.80 ,NE,4211,379.53,3925,383.86,NE
